Influencer_ID,Followers,Engagement_Rate,Growth_Rate,Niche,Video_Quality,Avg_Views_per_Post,Sponsorship_Status
533,3236658,0.199,0.012,Education,HD,327961,1
534,1777203,0.173,0.032,Education,4K,196689,0
535,2277360,0.028,0.038,Beauty,4K,345623,0
536,4409249,0.144,0.049,Gaming,HD,383705,1
537,4427219,0.076,0.01,Education,SD,253654,0
538,2535629,0.011,0.039,Food,4K,393386,1
539,526830,0.087,0.018,Beauty,HD,194166,0
540,1333397,0.055,0.01,Fashion,HD,215092,1
541,2137233,0.166,0.022,Tech,SD,259439,0
542,719216,0.074,0.04,Beauty,4K,471987,0
543,518313,0.167,0.024,Fashion,HD,477869,1
544,3666060,0.01,0.027,Food,4K,485480,0
545,3463565,0.068,0.05,Education,HD,188077,0
546,1338682,0.056,0.021,Fashion,HD,173829,0
547,1287643,0.054,0.031,Travel,HD,211082,1
548,1534584,0.023,0.019,Beauty,SD,115539,1
549,395540,0.046,0.02,Beauty,SD,309136,0
550,2616075,0.116,0.035,Education,SD,110218,0
551,4940003,0.065,0.047,Tech,4K,469875,0
552,4443987,0.089,0.028,Fashion,SD,409111,1
553,27790,0.082,0.039,Tech,SD,72505,0
554,1692738,0.176,0.005,Beauty,4K,25540,0
555,2909873,0.182,0.011,Fashion,4K,109509,0
556,449345,0.104,0.026,Fashion,4K,69202,0
557,750074,0.073,0.002,Tech,4K,22137,1
558,3686501,0.03,0.013,Travel,SD,68245,0
559,1880490,0.191,0.026,Fashion,SD,402463,0
560,3888857,0.021,0.002,Travel,4K,492319,0
561,4985445,0.067,0.014,Gaming,SD,151822,1
562,3177083,0.067,0.026,Fitness,HD,353111,0
563,1455908,0.071,0.029,Gaming,SD,112355,0
564,2254694,0.041,0.046,Fitness,HD,230439,0
565,3320144,0.159,0.033,Gaming,4K,471453,1
566,306062,0.033,0.021,Fitness,4K,54540,0
567,4950499,0.131,0.047,Fashion,SD,108018,0
568,2388312,0.034,0.039,Tech,4K,425021,0
569,3694976,0.023,0.011,Tech,SD,196890,0
570,4409224,0.183,0.007,Education,SD,195809,1
571,4036493,0.046,0.034,Food,SD,83610,0
572,3389532,0.166,0.028,Education,SD,359039,1
573,1426541,0.113,0.04,Fitness,HD,183934,0
574,1872403,0.025,0.037,Food,HD,403812,0
575,4849287,0.192,0.032,Travel,4K,252638,0
576,822052,0.057,0.049,Travel,HD,76264,1
577,1808150,0.173,0.027,Food,4K,140790,0
578,2226300,0.042,0.007,Fitness,4K,353011,1
579,1856567,0.172,0.042,Tech,SD,346982,0
580,1535837,0.013,0.013,Fitness,SD,441097,0
581,3502268,0.107,0.039,Travel,SD,216055,1
582,3339442,0.156,0.048,Fashion,SD,150907,1
583,4927203,0.188,0.035,Food,SD,178433,0
584,4455051,0.183,0.03,Food,SD,292551,1
585,4810954,0.166,0.024,Travel,HD,253643,0
586,424570,0.179,0.019,Fitness,4K,475905,0
587,2374139,0.048,0.018,Food,4K,39887,0
588,859158,0.064,0.032,Tech,SD,481283,0
589,2115792,0.065,0.038,Food,HD,75155,0
590,53528,0.082,0.034,Fitness,SD,57907,0
591,1874421,0.085,0.011,Travel,HD,458978,1
592,2599260,0.113,0.025,Tech,HD,398271,1
593,1418077,0.04,0.04,Tech,4K,308739,0
594,3296887,0.141,0.024,Food,4K,457767,1
595,3319230,0.042,0.027,Fitness,HD,1542,0
596,2253728,0.069,0.039,Food,4K,104248,0
597,2486195,0.106,0.033,Beauty,HD,251263,1
598,4261507,0.161,0.021,Fashion,HD,266832,0
599,161775,0.15,0.045,Education,HD,341240,1
600,2668867,0.133,0.009,Travel,4K,451869,0
601,1564299,0.04,0.05,Beauty,SD,141805,0
602,3470401,0.114,0.007,Education,4K,265732,0
603,3776803,0.027,0.002,Fashion,SD,264290,1
604,1345027,0.082,0.045,Tech,4K,144699,1
605,4167500,0.089,0.013,Food,4K,164187,1
606,792267,0.018,0.037,Fashion,SD,197595,0
607,498562,0.062,0.041,Gaming,HD,278097,0
608,3849693,0.192,0.043,Fashion,SD,314877,1
609,4579238,0.191,0.05,Food,HD,428231,0
610,4038776,0.077,0.015,Education,HD,451808,0
611,2005168,0.018,0.036,Food,4K,258289,1
612,4011912,0.044,0.007,Travel,4K,476163,0
613,4512732,0.085,0.021,Fashion,4K,458716,0
614,4886211,0.19,0.043,Food,4K,345731,1
615,2180996,0.037,0.019,Food,4K,324637,1
616,1601396,0.155,0.03,Beauty,SD,185334,1
617,3312149,0.031,0.026,Travel,SD,213386,0
618,123402,0.196,0.033,Beauty,SD,257993,0
619,1167588,0.083,0.049,Travel,SD,86892,1
620,4633965,0.157,0.004,Travel,4K,209039,1
621,2497081,0.075,0.029,Education,SD,122849,0
622,2678618,0.129,0.043,Beauty,SD,153760,1
623,4768999,0.046,0.025,Travel,HD,66519,1
624,4658860,0.038,0.005,Gaming,4K,951,0
625,576278,0.188,0.028,Education,SD,397785,1
626,1179049,0.184,0.017,Tech,SD,326918,0
627,3081201,0.179,0.009,Food,SD,144958,0
628,4673311,0.129,0.043,Fitness,4K,400923,0
629,3563737,0.164,0.027,Travel,SD,496417,0
630,3465442,0.023,0.047,Tech,HD,170011,1
631,1275732,0.074,0.04,Travel,4K,183857,1
632,3315692,0.07,0.035,Education,HD,280801,1
633,4194398,0.131,0.001,Education,4K,481258,0
634,4720607,0.078,0.022,Tech,SD,75226,0
635,1111389,0.038,0.011,Fitness,4K,106216,0
636,28712,0.123,0.046,Education,4K,477701,0
637,4072647,0.165,0.01,Fashion,4K,435073,0
638,3913942,0.083,0.015,Gaming,HD,226786,0
639,113816,0.035,0.026,Food,4K,146501,0
640,1636156,0.047,0.014,Fashion,SD,105136,0
641,136230,0.055,0.011,Beauty,4K,180319,0
642,1767616,0.067,0.03,Fitness,4K,270557,0
643,4464418,0.132,0.005,Gaming,SD,469247,1
644,1384194,0.124,0.004,Gaming,SD,27227,0
645,3102360,0.142,0.019,Gaming,HD,133518,0
646,1882548,0.079,0.036,Fitness,SD,61561,1
647,4346760,0.167,0.028,Travel,SD,233291,1
648,3252298,0.049,0.022,Travel,SD,198502,1
649,4466150,0.099,0.029,Education,4K,455188,0
650,1404,0.162,0.019,Beauty,HD,113888,0
651,4898590,0.044,0.047,Travel,SD,68457,1
652,1324483,0.031,0.004,Education,SD,348483,1
653,1723320,0.178,0.034,Fashion,SD,368293,0
654,4910764,0.075,0.045,Education,4K,413183,0
655,2333517,0.14,0.04,Food,4K,237906,0
656,4538090,0.015,0.01,Education,HD,156076,0
657,3197340,0.141,0.016,Gaming,HD,208088,1
658,164273,0.07,0.036,Beauty,4K,264488,0
659,3855418,0.021,0.005,Beauty,SD,35072,1
660,3653692,0.126,0.041,Gaming,SD,238957,0
661,1088341,0.056,0.036,Fashion,HD,215995,1
662,3978266,0.083,0.037,Education,SD,215385,0
663,3032756,0.025,0.006,Travel,4K,496364,0
664,844523,0.038,0.036,Education,HD,416691,0
665,547237,0.067,0.034,Gaming,4K,19949,1
666,4896207,0.027,0.042,Gaming,4K,251335,0
667,4041479,0.183,0.003,Fitness,SD,110637,0
668,93193,0.011,0.002,Tech,4K,282103,1
669,3182915,0.102,0.019,Beauty,4K,198367,0
670,4701254,0.033,0.008,Fashion,SD,412320,1
671,1187887,0.068,0.028,Education,4K,251701,1
672,3009038,0.186,0.046,Fashion,SD,125798,1
673,509153,0.041,0.02,Travel,4K,210967,0
674,3335817,0.194,0.042,Fashion,SD,371978,0
675,3583069,0.049,0.001,Travel,SD,322784,1
676,2716514,0.151,0.009,Education,HD,288006,0
677,4882713,0.114,0.002,Fitness,4K,159515,0
678,2659571,0.178,0.017,Education,4K,21819,1
679,4835357,0.115,0.046,Fitness,HD,363395,0
680,1680748,0.112,0.006,Food,SD,233005,1
681,2224069,0.047,0.031,Travel,SD,444766,1
682,3446498,0.042,0.023,Beauty,HD,139269,1
683,4893472,0.184,0.047,Fitness,HD,220183,0
684,482680,0.072,0.007,Education,SD,185227,0
685,2637694,0.081,0.011,Travel,SD,97396,0
686,2962293,0.154,0.002,Beauty,HD,225268,0
687,4101673,0.074,0.022,Education,4K,291379,0
688,1535026,0.191,0.015,Beauty,SD,31793,0
689,316826,0.15,0.044,Education,HD,463201,0
690,3468366,0.124,0.031,Fashion,4K,207767,0
691,328359,0.177,0.031,Food,4K,139582,1
692,3749603,0.019,0.027,Tech,4K,354949,0
693,4202253,0.059,0.006,Gaming,4K,89859,0
694,2861337,0.098,0.023,Gaming,HD,475652,1
695,318537,0.053,0.05,Food,SD,303371,1
696,551222,0.151,0.042,Travel,4K,105045,0
697,4976026,0.185,0.045,Travel,4K,15287,1
698,2574619,0.091,0.041,Travel,HD,467158,0
699,2454752,0.075,0.006,Tech,4K,380354,0
700,1365133,0.193,0.012,Beauty,HD,111989,1
701,1933247,0.095,0.001,Gaming,HD,144875,1
702,1354038,0.103,0.016,Food,SD,198374,0
703,251875,0.077,0.006,Travel,4K,99282,1
704,4658693,0.183,0.024,Fitness,SD,316092,1
705,4265694,0.118,0.034,Fashion,HD,70013,1
706,708689,0.155,0.044,Tech,4K,268712,0
707,4448794,0.164,0.038,Education,HD,110540,0
708,1616952,0.075,0.047,Travel,HD,119462,0
709,1297516,0.092,0.004,Gaming,HD,162799,0
710,2531179,0.171,0.002,Fashion,4K,13240,0
711,1557617,0.079,0.033,Food,HD,350977,1
712,3464351,0.161,0.015,Travel,HD,327389,1
713,1266040,0.189,0.013,Gaming,4K,139363,1
714,1855971,0.128,0.017,Fashion,SD,394201,0
715,651199,0.151,0.014,Fitness,HD,176620,0
716,4035628,0.163,0.026,Tech,SD,424411,0
717,1850396,0.171,0.023,Food,SD,431157,0
718,2692276,0.085,0.026,Education,SD,262981,1
719,629861,0.02,0.034,Gaming,SD,484688,0
720,2527954,0.086,0.02,Beauty,SD,131496,1
721,662614,0.138,0.013,Fitness,SD,408808,0
722,4874878,0.096,0.009,Tech,4K,56552,0
723,4694174,0.152,0.018,Tech,4K,231879,1
724,3358519,0.078,0.037,Beauty,SD,1971,0
725,667997,0.131,0.038,Education,4K,51694,0
726,1727351,0.045,0.034,Fitness,4K,438104,0
727,1073647,0.152,0.012,Gaming,SD,486948,1
728,1632107,0.114,0.03,Tech,SD,247779,1
729,1029455,0.049,0.029,Food,HD,465741,1
730,1306794,0.065,0.025,Fashion,4K,189617,1
731,1951367,0.152,0.028,Food,SD,119576,1
732,1911705,0.102,0.025,Education,4K,73892,1
733,1602596,0.051,0.029,Travel,4K,487863,0
734,3792481,0.194,0.036,Education,4K,323732,0
735,4151276,0.146,0.006,Tech,HD,468617,0
736,2383357,0.192,0.038,Fashion,SD,100409,1
737,3488124,0.091,0.008,Fitness,4K,268308,0
738,2246131,0.1,0.004,Fashion,SD,89359,0
739,4247049,0.181,0.049,Education,4K,92491,1
740,92865,0.11,0.048,Fashion,SD,120305,0
741,4045588,0.144,0.004,Beauty,SD,399095,1
742,1073200,0.058,0.023,Fashion,SD,461376,1
743,2121473,0.095,0.01,Tech,4K,32036,0
744,2501856,0.033,0.025,Beauty,HD,136563,1
745,2907158,0.049,0.042,Education,SD,466046,1
746,4069472,0.01,0.048,Education,HD,95254,0
747,1223869,0.017,0.032,Education,SD,378778,1
748,2284869,0.196,0.018,Beauty,HD,97149,1
749,3126354,0.056,0.031,Travel,SD,364254,0
750,4083494,0.136,0.016,Travel,HD,94013,0
751,1430551,0.169,0.046,Beauty,SD,291003,0
752,2282020,0.115,0.044,Beauty,SD,117560,0
753,2757944,0.039,0.028,Education,HD,443018,0
754,4783883,0.148,0.017,Education,SD,376853,1
755,2288623,0.124,0.015,Education,4K,18543,0
756,915032,0.149,0.003,Gaming,SD,88559,1
757,3983588,0.156,0.041,Travel,SD,9570,0
758,1568438,0.195,0.023,Tech,4K,204307,0
759,918559,0.119,0.017,Gaming,4K,215811,1
760,636605,0.075,0.024,Fitness,4K,478519,1
761,4584897,0.133,0.041,Fitness,HD,407849,0
762,816131,0.023,0.007,Fitness,4K,57455,0
763,68661,0.181,0.043,Fitness,HD,291215,1
764,2079007,0.033,0.045,Fitness,4K,420707,0
765,1308506,0.072,0.047,Food,HD,247775,0
766,1972206,0.165,0.02,Beauty,4K,77615,0
767,2902614,0.123,0.012,Tech,4K,181313,1
768,2967422,0.085,0.019,Gaming,SD,361535,0
769,3709654,0.1,0.017,Fitness,4K,216111,0
770,119033,0.172,0.01,Food,SD,131144,0
771,631265,0.075,0.031,Education,4K,22371,1
772,2711309,0.175,0.024,Education,4K,399939,0
773,2919258,0.027,0.043,Travel,SD,276841,0
774,1216502,0.158,0.003,Food,SD,75423,0
775,4627038,0.171,0.033,Food,HD,103157,0
776,1422796,0.045,0.038,Tech,SD,92938,1
777,2763779,0.092,0.038,Fitness,HD,474091,1
778,2320049,0.041,0.044,Food,4K,194768,1
779,3721464,0.144,0.037,Beauty,SD,363553,1
780,2193614,0.112,0.046,Food,SD,363486,1
781,771173,0.131,0.017,Fitness,4K,342076,0
782,2670355,0.047,0.026,Tech,4K,304169,1
783,3413504,0.05,0.002,Food,4K,278842,0
784,4854260,0.018,0.001,Gaming,4K,166096,1
785,468010,0.071,0.013,Fashion,SD,94687,0
786,1656016,0.116,0.006,Education,4K,98672,1
787,1698900,0.173,0.014,Travel,4K,493380,0
788,4581497,0.137,0.01,Fashion,SD,486396,1
789,4222038,0.093,0.002,Fashion,HD,478009,1
790,924875,0.191,0.046,Tech,SD,99999,1
791,2124221,0.147,0.001,Education,HD,412231,1
792,3881993,0.187,0.037,Food,4K,368957,0
793,4732502,0.11,0.008,Fashion,SD,257340,0
794,2569103,0.059,0.046,Fashion,4K,284671,1
795,82264,0.02,0.045,Education,SD,276436,1
796,24275,0.148,0.033,Travel,HD,256019,0
797,2694714,0.033,0.034,Fitness,SD,343957,0
798,2461072,0.068,0.001,Beauty,4K,85830,0
799,573735,0.111,0.049,Beauty,SD,295188,0
800,2001609,0.117,0.044,Education,4K,215859,0
801,913826,0.124,0.045,Food,SD,490275,0
802,2698143,0.042,0.033,Food,HD,85763,0
803,863522,0.082,0.018,Travel,SD,375973,0
804,804692,0.127,0.045,Fitness,SD,155237,0
805,1162157,0.194,0.015,Education,SD,293770,0
806,1315532,0.148,0.029,Food,SD,151053,0
807,422240,0.185,0.006,Beauty,HD,222944,1
808,3860744,0.155,0.046,Beauty,4K,362281,0
809,945789,0.122,0.008,Gaming,SD,261279,1
810,3108092,0.046,0.012,Travel,SD,127708,1
811,2214573,0.137,0.028,Tech,SD,24049,0
812,526893,0.128,0.038,Fitness,HD,200444,0
813,2256363,0.124,0.031,Travel,4K,467409,0
814,4382514,0.103,0.012,Fashion,4K,183808,0
815,4149887,0.11,0.001,Education,SD,195555,0
816,1208094,0.074,0.038,Food,SD,36655,0
817,2222192,0.109,0.049,Gaming,4K,37981,1
818,669406,0.048,0.041,Beauty,SD,490819,0
819,3669866,0.163,0.024,Gaming,SD,234977,1
820,4613338,0.045,0.045,Tech,SD,68467,0
821,2854406,0.026,0.021,Education,HD,361964,1
822,1034255,0.093,0.027,Travel,HD,345205,0
823,4990847,0.135,0.024,Gaming,4K,283090,0
824,3053766,0.093,0.023,Travel,HD,271151,0
825,541677,0.063,0.039,Education,HD,125683,1
826,3095235,0.116,0.027,Food,4K,33708,0
827,1172459,0.076,0.017,Food,HD,18022,1
828,2860653,0.187,0.014,Beauty,4K,310046,1
829,1967197,0.185,0.003,Gaming,SD,419206,1
830,388952,0.105,0.03,Food,4K,169583,0
831,2210373,0.072,0.012,Education,4K,428787,1
832,4148703,0.15,0.008,Travel,4K,441470,1
833,1031117,0.017,0.033,Beauty,SD,227521,0
834,2897818,0.1,0.034,Food,SD,45602,0
835,2358821,0.074,0.038,Education,SD,14540,1
836,526134,0.185,0.026,Education,4K,366898,1
837,245761,0.012,0.045,Beauty,4K,400762,0
838,2931098,0.115,0.047,Fashion,4K,433090,1
839,2972820,0.151,0.041,Travel,4K,298833,0
840,65323,0.102,0.032,Education,4K,112238,0
841,1238715,0.026,0.016,Beauty,4K,346642,0
842,955480,0.195,0.049,Fitness,4K,235979,0
843,2333811,0.108,0.014,Education,HD,86570,1
844,855016,0.127,0.011,Food,SD,166540,0
845,865909,0.055,0.023,Food,HD,152507,0
846,4983564,0.102,0.004,Travel,SD,318225,0
847,1051493,0.092,0.049,Education,4K,369175,0
848,283762,0.024,0.03,Tech,HD,271653,1
849,1606118,0.03,0.028,Fitness,4K,440705,1
850,2884427,0.169,0.033,Beauty,HD,440592,0
851,1417012,0.056,0.025,Fitness,HD,199054,1
852,572650,0.047,0.003,Beauty,4K,430440,0
853,4477576,0.106,0.031,Education,HD,111347,1
854,386925,0.156,0.036,Fitness,HD,51877,1
855,2864793,0.022,0.021,Gaming,SD,499735,0
856,4910047,0.12,0.038,Fashion,4K,69361,1
857,3758974,0.033,0.012,Fashion,4K,140271,0
858,404081,0.017,0.012,Tech,HD,397461,0
859,2400105,0.02,0.009,Fitness,4K,111112,0
860,379892,0.168,0.019,Fitness,SD,307481,1
861,4200591,0.032,0.043,Food,SD,424510,0
862,3155240,0.019,0.042,Beauty,4K,483796,1
863,657702,0.093,0.02,Travel,4K,152770,1
864,3255600,0.17,0.03,Gaming,SD,189375,0
865,1986296,0.06,0.036,Gaming,4K,383435,0
866,2191222,0.09,0.013,Education,HD,407205,1
867,3750783,0.018,0.009,Tech,4K,51057,0
868,2720269,0.095,0.049,Fashion,HD,455155,0
869,4803116,0.12,0.031,Education,SD,285118,1
870,2325797,0.118,0.049,Fitness,4K,56939,1
871,787667,0.073,0.018,Travel,SD,215528,0
872,1354649,0.07,0.035,Tech,4K,186758,1
873,1713503,0.03,0.012,Beauty,HD,68713,0
874,2986418,0.08,0.014,Gaming,4K,317940,0
875,3610736,0.029,0.026,Gaming,SD,166084,1
876,1385418,0.156,0.017,Gaming,HD,339355,1
877,387594,0.194,0.009,Fitness,4K,370371,0
878,2870760,0.194,0.014,Fitness,SD,1677,0
879,3807503,0.174,0.003,Fitness,SD,1261,1
880,3838247,0.124,0.036,Food,4K,234654,0
881,1093501,0.143,0.025,Fashion,SD,269102,0
882,138023,0.064,0.006,Beauty,HD,453414,0
883,1136964,0.13,0.009,Gaming,4K,317419,1
884,4727599,0.097,0.006,Gaming,HD,185438,0
885,1484624,0.102,0.031,Education,SD,151682,0
886,2156748,0.154,0.006,Food,SD,94289,0
887,1957109,0.064,0.038,Gaming,SD,477569,0
888,3046179,0.07,0.002,Beauty,HD,388692,0
889,3926282,0.186,0.013,Gaming,SD,118749,0
890,874172,0.021,0.045,Fitness,4K,455162,0
891,3686540,0.102,0.036,Fitness,4K,291077,1
892,523244,0.183,0.005,Fashion,SD,73215,0
893,4874594,0.126,0.041,Beauty,4K,277493,0
894,4064309,0.114,0.025,Beauty,HD,258469,1
895,1063636,0.057,0.042,Gaming,HD,332624,1
896,1787921,0.075,0.03,Tech,SD,331144,1
897,830735,0.172,0.034,Gaming,4K,435706,0
898,3337007,0.116,0.05,Gaming,4K,322535,0
899,3831375,0.108,0.012,Fashion,SD,322510,1
900,4530788,0.029,0.032,Tech,HD,472063,1
901,2563469,0.013,0.024,Education,SD,469319,0
902,3087176,0.193,0.003,Gaming,4K,171564,0
903,3296374,0.082,0.002,Travel,4K,386113,1
904,4884680,0.125,0.007,Travel,SD,196669,0
905,3682262,0.025,0.033,Beauty,HD,76508,0
906,4634078,0.14,0.029,Beauty,HD,212234,0
907,2610089,0.187,0.028,Tech,SD,265745,1
908,2509749,0.119,0.003,Travel,4K,289634,1
909,915228,0.034,0.024,Fitness,HD,495917,1
910,954959,0.121,0.046,Fitness,SD,69714,0
911,2190415,0.156,0.02,Tech,4K,297255,0
912,1628781,0.087,0.032,Education,HD,455211,0
913,3370538,0.177,0.039,Gaming,HD,96765,1
914,3243374,0.133,0.039,Beauty,SD,444806,1
915,346266,0.181,0.026,Tech,4K,256646,1
916,3957679,0.128,0.043,Travel,HD,488287,0
917,1539601,0.035,0.02,Tech,SD,16458,1
918,2578855,0.069,0.045,Travel,HD,352430,0
919,3072475,0.048,0.013,Beauty,4K,204191,0
920,4538358,0.183,0.015,Fitness,HD,196828,0
921,4004484,0.154,0.004,Tech,4K,218864,0
922,1108955,0.139,0.04,Beauty,HD,67502,1
923,3803010,0.067,0.021,Beauty,HD,50387,0
924,1933728,0.045,0.012,Food,SD,262983,1
925,1900492,0.154,0.012,Education,HD,110583,0
926,2362632,0.1,0.045,Travel,4K,313172,0
927,1415397,0.053,0.042,Food,SD,349283,0
928,3178993,0.127,0.028,Fitness,4K,83124,0
929,3132209,0.018,0.031,Beauty,4K,331904,0
930,1224520,0.072,0.024,Beauty,SD,369137,0
931,4058893,0.099,0.02,Gaming,4K,54070,0
932,3218635,0.038,0.046,Travel,HD,22143,1
933,2301119,0.197,0.007,Education,SD,60752,1
934,1900443,0.05,0.022,Education,HD,354224,1
935,3449503,0.035,0.018,Gaming,HD,141906,0
936,1440758,0.049,0.025,Fitness,4K,99356,0
937,1806468,0.156,0.023,Gaming,4K,364439,0
938,3428975,0.091,0.026,Beauty,HD,63477,1
939,127108,0.117,0.008,Travel,SD,263433,0
940,3161110,0.014,0.026,Fashion,HD,296585,0
941,3231019,0.017,0.013,Travel,HD,1052,0
942,1708692,0.095,0.01,Travel,4K,282450,0
943,2081154,0.165,0.004,Food,4K,37479,1
944,2245702,0.178,0.038,Fashion,HD,140395,0
945,3378778,0.026,0.022,Fashion,HD,32480,0
946,2531034,0.112,0.032,Fashion,4K,1360,1
947,4533131,0.184,0.037,Travel,HD,790,0
948,2693755,0.084,0.034,Fitness,4K,305061,0
949,389349,0.168,0.024,Fashion,HD,80380,0
950,1063729,0.035,0.02,Tech,SD,399586,1
951,3125071,0.188,0.019,Gaming,SD,33897,1
952,3387501,0.153,0.032,Fitness,HD,105811,1
953,1980079,0.189,0.025,Tech,4K,278830,1
954,4589334,0.139,0.043,Travel,HD,235819,0
955,3523905,0.079,0.044,Travel,HD,115662,0
956,77077,0.188,0.009,Tech,4K,491517,0
957,4328819,0.062,0.008,Food,HD,152588,1
958,1256564,0.073,0.032,Food,4K,332260,0
959,1909327,0.143,0.016,Tech,HD,79008,1
960,126885,0.155,0.002,Education,4K,67796,1
961,542656,0.187,0.045,Food,HD,142846,1
962,671688,0.049,0.012,Gaming,SD,496728,0
963,2286166,0.162,0.047,Gaming,4K,23804,0
964,4425507,0.15,0.036,Education,SD,209274,0
965,2052531,0.022,0.038,Travel,4K,200506,0
966,2793427,0.084,0.011,Food,4K,358805,1
967,2921803,0.064,0.012,Education,4K,179270,0
968,3358679,0.068,0.027,Fashion,4K,207623,1
969,4391020,0.197,0.009,Education,HD,277349,1
970,2682719,0.132,0.016,Tech,HD,167901,0
971,891695,0.146,0.017,Gaming,4K,191308,0
972,4195430,0.196,0.009,Education,HD,315640,0
973,839761,0.082,0.011,Beauty,4K,273251,0
974,501315,0.162,0.04,Food,4K,184528,0
975,2415472,0.093,0.009,Beauty,SD,292650,0
976,1300445,0.175,0.002,Food,4K,341198,0
977,4936730,0.044,0.032,Education,4K,206924,1
978,499716,0.19,0.049,Education,HD,378840,0
979,3142069,0.052,0.017,Gaming,4K,414210,0
980,3322127,0.072,0.007,Gaming,4K,152809,0
981,2560272,0.154,0.029,Education,SD,203939,1
982,2277106,0.085,0.045,Fashion,HD,303607,1
983,2003324,0.126,0.039,Food,HD,424257,0
984,4328021,0.094,0.032,Education,SD,3947,1
985,3325323,0.151,0.016,Food,4K,202692,1
986,3952416,0.053,0.028,Fitness,SD,27656,1
987,495592,0.021,0.005,Travel,HD,168131,0
988,3246886,0.067,0.034,Fashion,SD,153037,1
989,3855261,0.1,0.037,Gaming,HD,42620,0
990,3579226,0.042,0.048,Beauty,SD,345397,1
991,2030454,0.077,0.014,Gaming,4K,10690,0
992,2428540,0.086,0.002,Tech,4K,63894,1
993,1716630,0.021,0.028,Travel,HD,267979,1
994,319408,0.121,0.036,Gaming,SD,186211,0
995,469276,0.178,0.04,Food,HD,465512,1
996,2155697,0.039,0.01,Gaming,4K,157350,0
997,512411,0.124,0.014,Education,HD,212713,0
998,2923808,0.136,0.026,Food,4K,412275,0
999,3118172,0.09,0.017,Food,HD,436057,1
1000,885377,0.143,0.043,Fashion,SD,283201,0
1001,4236042,0.088,0.024,Gaming,4K,363736,0
1002,1899739,0.106,0.04,Fashion,HD,253720,1
1003,1230336,0.011,0.029,Beauty,4K,437497,1
1004,1018433,0.141,0.039,Beauty,SD,242245,1
1005,4662029,0.136,0.017,Travel,4K,222025,0
1006,2762089,0.017,0.042,Food,SD,485189,0
1007,3679086,0.08,0.014,Education,4K,359718,0
1008,1582530,0.196,0.028,Education,SD,465973,1
1009,2088258,0.09,0.011,Beauty,4K,21075,0
1010,4493816,0.105,0.024,Travel,SD,335492,0
1011,4857447,0.183,0.017,Gaming,HD,254447,1
1012,2750178,0.146,0.014,Travel,HD,375860,0
1013,997530,0.121,0.048,Travel,4K,5116,0
1014,772253,0.162,0.009,Gaming,SD,196480,0
1015,2602623,0.174,0.04,Fashion,HD,165335,0
1016,1379246,0.097,0.049,Fashion,4K,295768,0
1017,4109997,0.1,0.002,Food,HD,484013,0
1018,2904540,0.083,0.035,Education,SD,460945,1
1019,3365695,0.194,0.013,Food,4K,134162,0
1020,3979400,0.142,0.003,Gaming,SD,162442,0
1021,4578456,0.026,0.021,Gaming,SD,10034,1
1022,2192422,0.174,0.047,Fitness,SD,270565,1
1023,1046482,0.101,0.002,Fitness,HD,395407,1
1024,1296302,0.023,0.03,Tech,4K,304686,1
1025,4003640,0.114,0.026,Education,SD,51709,1
1026,571451,0.089,0.044,Beauty,HD,200012,0
1027,20816,0.177,0.005,Food,SD,241263,1
1028,968344,0.049,0.034,Travel,HD,316247,0
1029,2856059,0.167,0.034,Beauty,4K,44877,0
1030,2413149,0.116,0.034,Tech,4K,40205,0
1031,3353252,0.02,0.047,Beauty,4K,96992,0
1032,3733839,0.195,0.041,Education,4K,150336,0
1033,1039896,0.107,0.003,Education,SD,467460,0
1034,3298606,0.065,0.024,Education,HD,278427,0
1035,2879604,0.099,0.02,Tech,4K,271159,1
1036,3581893,0.173,0.016,Fashion,SD,133642,1
1037,4328858,0.068,0.023,Travel,4K,345494,0
1038,3957602,0.047,0.02,Education,4K,242622,1
1039,4097951,0.035,0.022,Fashion,4K,145343,0
1040,265223,0.067,0.049,Education,HD,359420,1
1041,3320260,0.158,0.005,Fitness,HD,64706,0
1042,2695287,0.1,0.046,Tech,HD,242720,0
1043,1667471,0.053,0.025,Beauty,4K,346008,0
1044,4622056,0.042,0.032,Fitness,SD,111032,0
1045,589365,0.073,0.042,Travel,SD,222086,0
1046,704662,0.189,0.019,Education,SD,118590,0
1047,1306585,0.075,0.022,Travel,4K,21436,0
1048,4093097,0.198,0.021,Food,HD,354262,0
1049,2660440,0.102,0.019,Education,SD,411621,0
1050,1600601,0.044,0.046,Gaming,4K,396814,1
1051,3944645,0.179,0.042,Fashion,4K,27520,0
1052,4496013,0.097,0.006,Food,SD,450988,0
1053,4052774,0.145,0.006,Beauty,SD,122543,1
1054,1235816,0.197,0.022,Food,4K,445055,1
1055,1626351,0.02,0.006,Beauty,SD,478204,0
1056,1965956,0.028,0.031,Fashion,4K,273629,1
